usd_cleaning_fee,f_property_type,f_room_type,f_room_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,p_host_response_rate,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,price,neighbourhood_cleansed,cancellation_policy,room_type,property_type,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,f_minimum_nights
20,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,100,80,4,1,100,2,1,0.97,0,2,2,61,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,100,Hackney,flexible,Entire home/apt,Apartment,4.605170185988092,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,1.0986122886681098,1,4.110873864173311,16.899283927143212,69.47082461933715,3721,226981,4.605170185988092,2
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,40,NA,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,40,Hackney,flexible,Private room,Apartment,3.6888794541139363,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1
64,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,301,100,6,1,100,5,1,0.36,0,1,3,412,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,301,Hackney,flexible,Entire home/apt,Apartment,5.707110264748875,36,1.791759469228055,3.210401995568401,1.0986122886681098,1,1.791759469228055,1,6.021023349349527,36.252722173412195,218.27848668359613,169744,69934528,4.605170185988092,1
NA,House,Private room,Private,flexible,Couch,Hackney,40,NA,2,3,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,40,Hackney,flexible,Private room,House,3.6888794541139363,4,0.6931471805599453,0.4804530139182014,0,2,0,0,NA,NA,NA,NA,NA,NA,1
NA,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,50,NA,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,50,Hackney,moderate,Entire home/apt,Apartment,3.912023005428146,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,48,NA,2,1,86,7,1,0.54,0,3,1,390,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,48,Hackney,flexible,Private room,Apartment,3.871201010907891,4,0.6931471805599453,0.4804530139182014,0,1,2.0794415416798357,1,5.966146739123692,35.594906912756265,212.36443780695217,152100,59319000,4.454347296253507,3
15,Apartment,Private room,Private,strict,Real Bed,Hackney,40,100,3,2,80,1,1,1,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,40,Hackney,strict,Private room,Apartment,3.6888794541139363,9,1.0986122886681098,1.206948960812582,0,2,0.6931471805599453,1,2.8903717578961645,8.354248898843764,24.14688507565315,324,5832,4.382026634673881,2
20,Apartment,Private room,Private,flexible,Real Bed,Hackney,36,50,1,1,NA,0,1,NA,0,5,1,NA,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,36,Hackney,flexible,Private room,Apartment,3.58351893845611,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,3
60,House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,190,0,5,3,100,4,1,0.21,0,3,3,581,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,190,Hackney,strict,Entire home/apt,House,5.247024072160486,25,1.6094379124341003,2.5902903939802346,1.0986122886681098,2,1.6094379124341003,1,6.364750756851911,40.51005219684697,257.8363853799922,337561,196122941,4.605170185988092,3
NA,House,Private room,Private,flexible,Real Bed,Hackney,37,0,2,1,93,3,1,0.31,0,1,1,289,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,37,Hackney,flexible,Private room,House,3.6109179126442243,4,0.6931471805599453,0.4804530139182014,0,1,1.3862943611198906,1,5.666426688112432,32.10839141175283,181.93984600791626,83521,24137569,4.532599493153256,1
5,Apartment,Private room,Private,moderate,Real Bed,Hackney,30,80,2,1,93,34,1,0.75,0,3,1,1368,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,30,Hackney,moderate,Private room,Apartment,3.4011973816621555,4,0.6931471805599453,0.4804530139182014,0,1,3.5553480614894135,1,7.221105098182496,52.14435883899723,376.53989545374037,1871424,2560108032,4.532599493153256,3
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,50,NA,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,50,Hackney,flexible,Private room,Apartment,3.912023005428146,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1
10,Apartment,Private room,Private,flexible,Real Bed,Hackney,29,50,2,1,90,2,1,0.18,9,2,1,330,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,29,Hackney,flexible,Private room,Apartment,3.367295829986474,4,0.6931471805599453,0.4804530139182014,0,1,1.0986122886681098,1,5.799092654460526,33.62947561501802,195.0204450124104,108900,35937000,4.499809670330265,2
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,35,NA,2,1,100,1,1,0.07,0,1,2,433,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,35,Hackney,flexible,Private room,Apartment,3.5553480614894135,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1,0.6931471805599453,1,6.07073772800249,36.85385656219283,223.73009745449616,187489,81182737,4.605170185988092,1
60,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,90,100,6,2,95,42,3,4.98,15,2,3,252,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,90,Hackney,strict,Entire home/apt,Apartment,4.499809670330265,36,1.791759469228055,3.210401995568401,1.0986122886681098,2,3.7612001156935624,1,5.529429087511423,30.57458603381741,169.0600053540105,63504,16003008,4.553876891600541,2
NA,House,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,60,NA,3,2,NA,0,1,NA,0,1,2,NA,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,60,Hackney,flexible,Entire home/apt,House,4.0943445622221,9,1.0986122886681098,1.206948960812582,0.6931471805599453,2,0,0,NA,NA,NA,NA,NA,NA,1
40,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,120,75,6,1,93,20,1,3.11,0,1,3,192,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,120,Hackney,strict,Entire home/apt,Apartment,4.787491742782046,36,1.791759469228055,3.210401995568401,1.0986122886681098,1,3.044522437723423,1,5.2574953720277815,27.64125758689354,145.3237838401206,36864,7077888,4.532599493153256,1
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,25,NA,2,1,NA,0,1,NA,0,1,1,NA,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,25,Hackney,flexible,Private room,Apartment,3.2188758248682006,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1
50,House,Private room,Private,strict,Real Bed,Hackney,50,NA,1,1,NA,0,4,NA,0,7,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,50,Hackney,strict,Private room,House,3.912023005428146,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,3
30,Apartment,Private room,Private,moderate,Real Bed,Hackney,35,NA,2,1,NA,0,1,NA,0,3,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,35,Hackney,moderate,Private room,Apartment,3.5553480614894135,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,3
15,House,Private room,Private,moderate,Real Bed,Hackney,38,43,2,1,NA,0,1,NA,0,2,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,38,Hackney,moderate,Private room,House,3.6375861597263857,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,2
5,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,35,100,2,1,97,7,1,0.36,15,3,2,580,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,35,Hackney,strict,Entire home/apt,Apartment,3.5553480614894135,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1,2.0794415416798357,1,6.363028103540465,40.488126646445764,257.62708771103996,336400,195112000,4.574710978503383,3
20,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,140,100,5,1,96,21,4,3.99,0,2,2,157,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,140,Hackney,moderate,Entire home/apt,Apartment,4.941642422609304,25,1.6094379124341003,2.5902903939802346,0.6931471805599453,1,3.091042453358316,1,5.056245805348308,25.565621644102357,129.26606719911445,24649,3869893,4.564348191467836,2
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,35,NA,2,1,100,1,1,0.05,5,2,1,564,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,35,Hackney,flexible,Private room,Apartment,3.5553480614894135,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,6.335054251498059,40.132912369423636,254.24417713091626,318096,179406144,4.605170185988092,2
13,Apartment,Private room,Private,flexible,Real Bed,Hackney,19,98,2,1,80,9,1,4.5,0,3,1,59,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,19,Hackney,flexible,Private room,Apartment,2.9444389791664403,4,0.6931471805599453,0.4804530139182014,0,1,2.302585092994046,1,4.07753744390572,16.62631160645319,67.79440812935714,3481,205379,4.382026634673881,3
10,Apartment,Private room,Private,flexible,Real Bed,Hackney,40,100,2,1,NA,0,1,NA,15,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Hackney,flexible,Private room,Apartment,3.6888794541139363,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1
10,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,72,100,2,1,100,7,1,7,10,2,1,27,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,72,Hackney,flexible,Entire home/apt,Apartment,4.276666119016055,4,0.6931471805599453,0.4804530139182014,0,1,2.0794415416798357,1,3.295836866004329,10.862540647313239,35.8011619238855,729,19683,4.605170185988092,2
95,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,175,98,4,1,NA,0,1,NA,0,3,2,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,175,Hackney,strict,Entire home/apt,Apartment,5.1647859739235145,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,3
20,House,Private room,Private,strict,Couch,Hackney,25,90,1,1,97,8,1,0.27,0,10,1,898,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25,Hackney,strict,Private room,House,3.2188758248682006,1,0,0,0,1,2.1972245773362196,1,6.8001700683022,46.24231295783315,314.45559246491996,806404,724150792,4.574710978503383,3
60,House,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,100,NA,6,1.5,NA,0,4,NA,10,2,3,NA,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,100,Hackney,moderate,Entire home/apt,House,4.605170185988092,36,1.791759469228055,3.210401995568401,1.0986122886681098,1,0,0,NA,NA,NA,NA,NA,NA,2
15,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,106,NA,4,2,95,4,1,0.31,0,3,2,388,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,106,Hackney,moderate,Entire home/apt,Apartment,4.663439094112067,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,2,1.6094379124341003,1,5.961005339623274,35.53358465901718,211.81588788835705,150544,58411072,4.553876891600541,3
10,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,80,100,2,1,100,1,1,0.27,0,3,1,111,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,80,Hackney,moderate,Entire home/apt,Apartment,4.382026634673881,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,4.709530201312334,22.17967471707299,104.45584793533885,12321,1367631,4.605170185988092,3
NA,House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,130,100,4,1,100,3,1,0.58,0,3,2,153,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,130,Hackney,strict,Entire home/apt,House,4.867534450455582,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,1.3862943611198906,1,5.030437921392435,25.305305680983047,127.29676931004454,23409,3581577,4.605170185988092,3
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,70,100,2,1,100,1,1,0.36,0,1,1,83,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,70,Hackney,flexible,Entire home/apt,Apartment,4.248495242049359,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,4.418840607796598,19.52615231711221,86.28295477287708,6889,571787,4.605170185988092,1
65,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,110,100,4,1,95,14,1,1.46,0,2,1,287,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,110,Hackney,moderate,Entire home/apt,Apartment,4.700480365792417,16,1.3862943611198906,1.9218120556728056,0,1,2.70805020110221,1,5.659482215759621,32.029738950499436,181.27173796577478,82369,23639903,4.553876891600541,2
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,39,100,2,1,NA,0,1,NA,0,1,2,NA,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,39,Hackney,flexible,Private room,Apartment,3.6635616461296463,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,1
NA,House,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,180,NA,4,1,90,2,1,0.05,0,6,2,1246,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,180,Hackney,flexible,Entire home/apt,House,5.19295685089021,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,1.0986122886681098,1,7.1276936993473985,50.804017471716605,362.1154752346896,1552516,1934434936,4.499809670330265,3
30,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,69,70,2,1,93,7,2,1.12,20,1,1,186,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,69,Hackney,strict,Entire home/apt,Apartment,4.23410650459726,4,0.6931471805599453,0.4804530139182014,0,1,2.0794415416798357,1,5.225746673713202,27.30842829782459,142.70692834169233,34596,6434856,4.532599493153256,1
NA,Apartment,Private room,Private,moderate,Real Bed,Hackney,59,100,2,2,96,16,1,0.4,25,1,1,1189,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,59,Hackney,moderate,Private room,Apartment,4.07753744390572,4,0.6931471805599453,0.4804530139182014,0,2,2.833213344056216,1,7.080867896690782,50.138690170386134,355.0254416096128,1413721,1680914269,4.564348191467836,1
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,26,NA,2,1,100,2,1,0.17,0,6,1,346,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26,Hackney,flexible,Private room,Apartment,3.258096538021482,4,0.6931471805599453,0.4804530139182014,0,1,1.0986122886681098,1,5.846438775057725,34.18084635049847,199.83622546784457,119716,41421736,4.605170185988092,3
45,House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,190,89,6,2,100,4,1,0.21,0,5,4,567,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,190,Hackney,strict,Entire home/apt,House,5.247024072160486,36,1.791759469228055,3.210401995568401,1.3862943611198906,2,1.6094379124341003,1,6.340359303727752,40.20015610036706,254.88343374227023,321489,182284263,4.605170185988092,3
12,Apartment,Private room,Private,flexible,Real Bed,Hackney,42,100,2,2,100,1,1,0.5,15,2,1,59,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,42,Hackney,flexible,Private room,Apartment,3.7376696182833684,4,0.6931471805599453,0.4804530139182014,0,2,0.6931471805599453,1,4.07753744390572,16.62631160645319,67.79440812935714,3481,205379,4.605170185988092,2
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,70,100,2,1,NA,0,1,NA,0,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,70,Hackney,flexible,Private room,Apartment,4.248495242049359,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,3
25,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,90,50,2,1,100,4,1,0.42,0,2,1,288,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,90,Hackney,flexible,Entire home/apt,Apartment,4.499809670330265,4,0.6931471805599453,0.4804530139182014,0,1,1.6094379124341003,1,5.662960480135946,32.06912139958155,181.60616711851225,82944,23887872,4.605170185988092,2
30,Apartment,Entire home/apt,Entire/Apt,strict,Couch,Hackney,80,NA,4,1,90,2,1,0.14,0,1,2,418,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,80,Hackney,strict,Entire home/apt,Apartment,4.382026634673881,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,1.0986122886681098,1,6.035481432524756,36.42703612235108,219.85470015835858,174724,73034632,4.499809670330265,1
NA,House,Private room,Private,flexible,Real Bed,Hackney,50,0,2,2,NA,0,1,NA,0,90,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,50,Hackney,flexible,Private room,House,3.912023005428146,4,0.6931471805599453,0.4804530139182014,0,2,0,0,NA,NA,NA,NA,NA,NA,3
15,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,89,NA,3,1,100,1,2,0.07,30,3,1,428,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,89,Hackney,moderate,Entire home/apt,Apartment,4.48863636973214,9,1.0986122886681098,1.206948960812582,0,1,0.6931471805599453,1,6.059123195581797,36.71297389923736,222.4484317316582,183184,78402752,4.605170185988092,3
NA,House,Private room,Private,moderate,Real Bed,Hackney,70,NA,2,1,NA,0,1,NA,0,2,1,NA,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,70,Hackney,moderate,Private room,House,4.248495242049359,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,2
30,House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,132,100,4,1,96,5,1,0.49,0,3,2,306,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,132,Hackney,strict,Entire home/apt,House,4.882801922586371,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,1.791759469228055,1,5.723585101952381,32.759426419291245,187.50136500196058,93636,28652616,4.564348191467836,3
95,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,216,98,4,1,NA,0,1,NA,0,6,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,216,Hackney,strict,Entire home/apt,Apartment,5.375278407684165,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,3
30,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,78,85,2,1,97,105,2,1.78,0,3,1,1768,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,78,Hackney,strict,Entire home/apt,Apartment,4.356708826689592,4,0.6931471805599453,0.4804530139182014,0,1,4.663439094112067,2,7.477604243197589,55.91456521788658,418.106990129817,3125824,5526456832,4.574710978503383,3
